ticket_id,created_at,resolved_at,priority,category,channel,agent_id,region,status,resolution_hours,sla_target_hours,sla_breached,csat_score,num_replies,first_response_hours
TKT00194,2024-12-30 23:04:46,2025-01-03 08:41:58,Low,Technical,Email,AGT013,North,Escalated,81.62,72,True,2,8,25.98
TKT00195,2024-04-05 15:41:29,2024-04-09 11:24:41,Low,Technical,Email,AGT003,North,Resolved,91.72,72,True,2,2,43.02
TKT00196,2024-05-29 15:03:58,2024-05-29 18:11:10,High,Shipping,Chat,AGT001,Central,Resolved,3.12,8,False,5,11,1.25
TKT00197,2024-09-09 05:18:47,2024-09-11 01:53:35,Low,Account,Social Media,AGT009,North,Resolved,44.58,72,False,4,4,32.17
TKT00198,2024-08-22 03:53:41,2024-08-22 10:59:05,Medium,Returns,Social Media,AGT007,East,Resolved,7.09,24,False,4,7,5.8
TKT00199,2024-06-02 11:40:30,2024-06-02 18:07:30,High,Returns,Chat,AGT005,West,Escalated,6.45,8,False,4,5,4.77
TKT00200,2024-06-15 13:41:30,2024-06-17 00:55:54,Medium,Returns,Chat,AGT008,Central,Escalated,35.24,24,True,2,3,16.39
TKT00201,2024-12-28 07:37:59,2024-12-28 14:34:59,Medium,Product Info,Social Media,AGT015,West,Resolved,6.95,24,False,4,5,1.76
TKT00202,2024-07-12 02:41:34,2024-07-12 12:45:10,Medium,Product Info,Social Media,AGT014,Central,Resolved,10.06,24,False,4,6,7.09
TKT00203,2024-02-25 09:02:16,2024-02-25 16:08:16,High,Returns,Email,AGT003,Central,Escalated,7.1,8,False,4,11,4.63
TKT00204,2024-02-24 00:23:02,2024-02-24 01:05:02,Critical,Account,Chat,AGT014,West,Resolved,0.7,2,False,5,8,0.56
TKT00205,2024-06-25 00:53:39,2024-06-25 13:33:15,Medium,Returns,Email,AGT005,North,Closed,12.66,24,False,5,12,1.88
TKT00206,2024-09-23 17:34:58,2024-09-24 15:04:22,Low,Shipping,Social Media,AGT007,East,Resolved,21.49,72,False,5,1,17.43
TKT00207,2024-12-12 05:59:02,2024-12-20 04:30:14,Low,Account,Chat,AGT004,East,Resolved,190.52,72,True,2,8,16.77
TKT00208,2024-11-23 23:55:54,2024-11-24 09:24:06,Medium,Technical,Chat,AGT006,West,Resolved,9.47,24,False,4,7,0.14
TKT00209,2024-10-22 03:42:16,2024-10-29 10:23:40,Low,Account,Chat,AGT003,West,Resolved,174.69,72,True,2,11,62.12
TKT00210,2024-11-01 14:08:59,2024-11-01 22:20:59,Medium,Product Info,Social Media,AGT011,Central,Resolved,8.2,24,False,3,11,5.82
TKT00211,2024-02-13 04:52:36,2024-02-15 01:25:00,Low,Returns,Phone,AGT019,South,Resolved,44.54,72,False,2,7,26.61
TKT00212,2024-09-06 23:08:16,2024-09-07 18:40:40,Medium,Shipping,Chat,AGT006,Central,Resolved,19.54,24,False,5,5,2.83
TKT00213,2024-01-28 13:04:19,2024-02-03 16:28:55,Low,Shipping,Social Media,AGT020,Central,Resolved,147.41,72,True,1,8,29.52
TKT00214,2024-09-07 06:05:22,2024-09-07 10:38:22,Medium,Product Info,Phone,AGT015,North,Resolved,4.55,24,False,5,9,1.38
TKT00215,2024-10-08 18:35:52,2024-10-08 21:53:52,High,Returns,Phone,AGT016,Central,Closed,3.3,8,False,5,1,2.53
TKT00216,2024-02-22 23:47:58,2024-02-25 02:51:34,Medium,Technical,Social Media,AGT014,East,Resolved,51.06,24,True,5,2,10.59
TKT00217,2024-10-28 12:45:57,2024-10-28 17:47:09,Critical,Technical,Chat,AGT007,South,Closed,5.02,2,True,2,1,1.18
TKT00218,2024-03-27 11:47:01,2024-03-29 20:24:13,Medium,Returns,Email,AGT018,South,Escalated,56.62,24,True,3,7,22.06
TKT00219,2024-12-25 04:49:52,2024-12-25 05:42:40,Critical,Product Info,Social Media,AGT005,West,Resolved,0.88,2,False,5,11,0.31
TKT00220,2024-11-20 03:23:22,2024-11-21 06:06:34,Medium,Shipping,Phone,AGT003,West,Escalated,26.72,24,True,3,6,14.01
TKT00221,2024-08-22 23:06:49,2024-08-23 02:57:13,High,Product Info,Social Media,AGT003,South,Escalated,3.84,8,False,2,4,1.95
TKT00222,2024-10-07 21:02:30,2024-10-09 12:41:30,Low,Account,Email,AGT011,North,Resolved,39.65,72,False,5,8,0.74
TKT00223,2024-08-21 00:01:28,2024-08-21 19:08:40,High,Technical,Chat,AGT015,East,Resolved,19.12,8,True,5,5,0.84
TKT00224,2024-12-06 23:37:34,2024-12-07 23:19:34,Medium,Billing,Chat,AGT012,West,Resolved,23.7,24,False,3,12,2.35
TKT00225,2024-10-30 08:14:07,2024-11-01 02:14:07,Low,Billing,Phone,AGT005,North,Escalated,42.0,72,False,1,7,29.18
TKT00226,2024-02-15 03:43:45,2024-02-16 06:13:45,Medium,Technical,Social Media,AGT013,South,Resolved,26.5,24,True,2,11,3.51
TKT00227,2024-11-28 05:58:31,2024-11-29 02:39:19,Medium,Billing,Chat,AGT020,West,Resolved,20.68,24,False,4,8,17.8
TKT00228,2024-03-04 21:27:56,2024-03-10 01:08:44,Low,Billing,Chat,AGT005,South,Resolved,123.68,72,True,2,2,17.94
TKT00229,2024-05-25 00:58:35,2024-05-26 13:33:23,Medium,Product Info,Chat,AGT020,West,Resolved,36.58,24,True,2,1,18.83
TKT00230,2024-07-16 04:06:17,2024-07-16 11:21:53,High,Technical,Email,AGT016,East,Escalated,7.26,8,False,2,3,2.87
TKT00231,2024-10-06 06:17:25,2024-10-07 20:06:01,High,Shipping,Email,AGT012,Central,Resolved,37.81,8,True,3,5,1.8
TKT00232,2024-05-26 22:53:08,2024-05-27 20:01:32,High,Shipping,Social Media,AGT017,North,Resolved,21.14,8,True,2,9,4.97
TKT00233,2024-09-18 07:23:53,2024-09-23 00:06:29,Low,Account,Email,AGT003,East,Resolved,112.71,72,True,2,12,68.65
TKT00234,2024-08-10 04:13:22,2024-08-14 04:49:22,Low,Technical,Chat,AGT003,North,Resolved,96.6,72,True,2,3,50.54
TKT00235,2024-09-21 09:26:20,2024-09-22 08:49:08,Low,Account,Phone,AGT017,North,Closed,23.38,72,False,5,1,7.9
TKT00236,2024-05-14 20:59:42,2024-05-15 21:57:54,Medium,Returns,Email,AGT003,West,Closed,24.97,24,True,2,3,8.89
TKT00237,2024-12-11 04:11:57,2024-12-13 13:10:45,Low,Billing,Email,AGT019,South,Resolved,56.98,72,False,1,6,21.88
TKT00238,2024-12-31 23:52:24,2025-01-03 01:08:00,Low,Billing,Phone,AGT018,East,Closed,49.26,72,False,4,10,18.43
TKT00239,2024-04-24 18:46:43,2024-04-27 15:55:07,Medium,Billing,Social Media,AGT006,East,Closed,69.14,24,True,1,5,7.92
TKT00240,2024-04-12 10:36:59,2024-04-13 07:45:59,Medium,Billing,Social Media,AGT012,East,Resolved,21.15,24,False,4,8,21.1
TKT00241,2024-05-05 05:28:55,2024-05-05 09:01:55,High,Product Info,Phone,AGT018,North,Escalated,3.55,8,False,3,1,2.72
TKT00242,2024-02-23 07:28:15,2024-02-23 17:09:03,Medium,Product Info,Email,AGT010,South,Closed,9.68,24,False,4,2,0.52
TKT00243,2024-12-24 13:33:43,2024-12-27 05:34:19,Low,Returns,Chat,AGT014,West,Resolved,64.01,72,False,4,10,4.08
TKT00244,2024-05-29 09:30:08,2024-06-04 08:42:44,Medium,Technical,Phone,AGT008,East,Resolved,143.21,24,True,2,4,1.89
TKT00245,2024-03-20 03:50:48,2024-03-22 22:22:36,Low,Returns,Phone,AGT004,South,Resolved,66.53,72,False,4,8,17.7
TKT00246,2024-12-26 21:57:56,2024-12-31 17:18:56,Low,Technical,Email,AGT010,South,Escalated,115.35,72,True,2,7,37.02
TKT00247,2024-01-16 14:43:24,2024-01-18 04:44:36,Medium,Account,Email,AGT006,West,Resolved,38.02,24,True,3,3,3.0
TKT00248,2024-04-11 14:35:05,2024-04-14 05:48:17,Low,Technical,Phone,AGT005,North,Resolved,63.22,72,False,4,2,12.58
TKT00249,2024-06-18 04:27:39,2024-06-19 08:12:39,Medium,Technical,Social Media,AGT003,West,Resolved,27.75,24,True,1,7,16.43
TKT00250,2024-05-20 10:11:21,2024-05-21 21:31:09,Low,Technical,Chat,AGT006,East,Resolved,35.33,72,False,4,9,16.98
TKT00251,2024-08-02 07:15:43,2024-08-04 12:42:43,Low,Shipping,Email,AGT005,West,Closed,53.45,72,False,3,6,25.69
TKT00252,2024-09-14 11:42:33,2024-09-14 14:50:57,High,Account,Chat,AGT019,North,Closed,3.14,8,False,3,5,0.28
TKT00253,2024-10-26 08:28:28,2024-10-26 13:15:16,Critical,Returns,Phone,AGT012,Central,Closed,4.78,2,True,3,12,0.21
TKT00254,2024-07-17 12:55:04,2024-07-17 22:16:40,Critical,Technical,Chat,AGT019,Central,Resolved,9.36,2,True,1,12,1.43
TKT00255,2024-10-17 20:31:13,2024-10-18 09:30:01,High,Billing,Social Media,AGT012,Central,Resolved,12.98,8,True,4,8,0.4
TKT00256,2024-01-11 19:10:02,2024-01-14 14:23:50,Low,Returns,Chat,AGT008,East,Closed,67.23,72,False,4,6,4.1
TKT00257,2024-02-26 19:09:42,2024-03-02 20:40:18,Low,Product Info,Social Media,AGT005,Central,Resolved,121.51,72,True,2,5,23.3
TKT00258,2024-11-23 17:44:18,2024-11-23 18:14:18,Critical,Product Info,Phone,AGT014,South,Resolved,0.5,2,False,5,3,0.25
TKT00259,2024-03-31 00:03:55,2024-04-02 03:44:07,Medium,Account,Email,AGT005,South,Resolved,51.67,24,True,2,10,5.38
TKT00260,2024-06-18 02:49:58,2024-06-18 23:16:22,Medium,Shipping,Email,AGT005,East,Resolved,20.44,24,False,3,5,4.36
TKT00261,2024-02-25 00:02:47,2024-02-25 14:57:59,Medium,Account,Chat,AGT009,West,Resolved,14.92,24,False,4,7,5.31
TKT00262,2024-11-29 08:12:47,2024-11-29 17:48:47,Medium,Shipping,Phone,AGT019,North,Resolved,9.6,24,False,5,2,0.8
TKT00263,2024-02-08 19:55:02,2024-02-16 21:05:14,Low,Shipping,Social Media,AGT006,North,Resolved,193.17,72,True,2,11,11.96
TKT00264,2024-02-21 12:03:17,2024-02-21 19:28:29,High,Technical,Phone,AGT002,East,Resolved,7.42,8,False,4,2,0.46
TKT00265,2024-01-28 13:08:14,2024-01-28 20:54:26,Medium,Shipping,Social Media,AGT005,South,Resolved,7.77,24,False,5,4,1.41
TKT00266,2024-02-29 11:13:36,2024-03-06 11:13:36,Low,Billing,Phone,AGT016,North,Resolved,144.0,72,True,4,7,13.39
TKT00267,2024-08-16 01:37:28,2024-08-16 05:12:16,High,Account,Phone,AGT006,Central,Resolved,3.58,8,False,3,12,2.42
TKT00268,2024-07-30 21:28:16,2024-07-31 22:07:16,Low,Account,Social Media,AGT018,Central,Resolved,24.65,72,False,4,8,14.16
TKT00269,2024-07-21 01:15:51,2024-07-24 03:00:51,Low,Account,Chat,AGT003,North,Escalated,73.75,72,True,4,8,12.53
TKT00270,2024-03-05 01:33:13,2024-03-05 03:39:49,Critical,Technical,Chat,AGT007,Central,Resolved,2.11,2,True,2,12,1.84
TKT00271,2024-07-22 20:05:58,2024-07-24 14:37:46,Low,Shipping,Email,AGT018,Central,Resolved,42.53,72,False,4,7,4.87
TKT00272,2024-10-25 03:38:53,2024-11-02 21:47:17,Low,Returns,Phone,AGT019,Central,Closed,210.14,72,True,1,7,19.09
TKT00273,2024-08-30 01:21:50,2024-08-30 17:43:26,Medium,Returns,Social Media,AGT020,North,Resolved,16.36,24,False,4,6,11.33
TKT00274,2024-07-09 00:44:11,2024-07-12 05:02:47,Low,Shipping,Social Media,AGT009,North,Escalated,76.31,72,True,2,4,9.76
TKT00275,2024-05-17 15:10:27,2024-05-17 15:44:03,Critical,Shipping,Social Media,AGT011,West,Closed,0.56,2,False,4,6,0.48
TKT00276,2024-06-08 18:27:06,2024-06-10 07:48:42,Medium,Technical,Email,AGT003,South,Resolved,37.36,24,True,2,4,20.1
TKT00277,2024-07-03 07:14:57,2024-07-07 07:52:09,Low,Shipping,Email,AGT002,North,Resolved,96.62,72,True,2,8,42.81
TKT00278,2024-10-09 12:44:03,2024-10-12 10:39:51,Low,Shipping,Email,AGT019,East,Resolved,69.93,72,False,3,1,11.48
TKT00279,2024-11-27 08:11:45,2024-11-28 08:00:21,Medium,Technical,Email,AGT008,North,Resolved,23.81,24,False,4,3,15.45
TKT00280,2024-05-09 22:08:56,2024-05-12 16:10:08,Medium,Billing,Phone,AGT008,West,Closed,66.02,24,True,5,6,11.07
TKT00281,2024-11-15 14:27:35,2024-11-16 09:05:23,Low,Account,Phone,AGT017,Central,Resolved,18.63,72,False,5,10,5.34
TKT00282,2024-06-21 10:03:59,2024-06-22 15:15:23,Medium,Shipping,Phone,AGT003,South,Resolved,29.19,24,True,2,4,21.6
TKT00283,2024-12-04 11:38:08,2024-12-04 22:33:20,High,Returns,Phone,AGT013,East,Escalated,10.92,8,True,3,7,3.17
TKT00284,2024-04-07 12:29:39,2024-04-10 18:40:27,Low,Product Info,Social Media,AGT019,East,Resolved,78.18,72,True,2,3,60.54
TKT00285,2024-02-19 17:08:26,2024-02-20 00:15:02,High,Technical,Chat,AGT010,East,Resolved,7.11,8,False,5,4,2.59
TKT00286,2024-06-18 13:31:57,2024-06-18 22:45:45,Medium,Account,Social Media,AGT014,North,Closed,9.23,24,False,5,10,5.4
TKT00287,2024-09-13 04:21:44,2024-09-14 15:43:20,Medium,Shipping,Email,AGT007,South,Resolved,35.36,24,True,2,4,8.29
TKT00288,2024-06-10 06:33:59,2024-06-10 10:11:47,Critical,Shipping,Chat,AGT005,East,Resolved,3.63,2,True,3,1,0.96
TKT00289,2024-03-22 17:49:29,2024-04-03 20:05:05,Low,Technical,Social Media,AGT019,West,Resolved,290.26,72,True,1,8,27.66
TKT00290,2024-01-08 11:43:53,2024-01-22 08:09:41,Low,Technical,Email,AGT012,South,Resolved,332.43,72,True,1,6,22.54
TKT00291,2024-06-05 06:04:51,2024-06-06 14:21:03,Low,Returns,Social Media,AGT019,Central,Resolved,32.27,72,False,5,6,14.05
TKT00292,2024-09-07 13:04:47,2024-09-09 00:27:35,Medium,Technical,Social Media,AGT011,North,Resolved,35.38,24,True,4,12,23.64
TKT00293,2024-09-15 06:09:09,2024-09-18 03:00:45,Low,Billing,Social Media,AGT019,East,Closed,68.86,72,False,5,10,3.44
TKT00294,2024-11-30 00:43:07,2024-11-30 01:20:19,Critical,Product Info,Email,AGT004,Central,Resolved,0.62,2,False,4,12,0.18
TKT00295,2024-06-03 15:19:24,2024-06-04 03:35:36,Medium,Product Info,Chat,AGT001,West,Closed,12.27,24,False,3,2,6.33
TKT00296,2024-02-24 18:07:19,2024-02-25 05:04:19,Medium,Account,Chat,AGT004,East,Closed,10.95,24,False,3,5,1.84
TKT00297,2024-06-18 08:32:17,2024-06-19 06:59:17,Medium,Technical,Social Media,AGT016,South,Escalated,22.45,24,False,5,9,1.78
TKT00298,2024-08-21 10:46:40,2024-08-21 20:47:16,Medium,Account,Email,AGT008,East,Resolved,10.01,24,False,5,11,3.2
TKT00299,2024-01-05 05:02:19,2024-01-05 22:19:07,Medium,Billing,Social Media,AGT002,Central,Resolved,17.28,24,False,4,12,1.7
TKT00300,2024-07-24 14:34:21,2024-07-25 12:55:21,High,Technical,Social Media,AGT004,West,Resolved,22.35,8,True,2,3,0.99
TKT00301,2024-02-23 15:08:49,2024-02-25 14:26:49,Medium,Billing,Social Media,AGT006,South,Resolved,47.3,24,True,3,6,14.71
TKT00302,2024-09-04 17:46:19,2024-09-04 20:23:31,High,Product Info,Phone,AGT005,East,Resolved,2.62,8,False,1,11,1.42
TKT00303,2024-04-24 12:19:01,2024-04-25 01:26:49,Medium,Product Info,Social Media,AGT019,South,Resolved,13.13,24,False,4,11,8.91
TKT00304,2024-01-28 00:25:26,2024-01-28 12:07:26,Medium,Returns,Social Media,AGT020,South,Resolved,11.7,24,False,5,8,3.82
TKT00305,2024-09-16 08:06:30,2024-09-18 11:47:54,Low,Account,Email,AGT002,West,Resolved,51.69,72,False,5,10,23.22
TKT00306,2024-03-01 18:06:31,2024-03-02 00:56:55,High,Shipping,Email,AGT011,Central,Resolved,6.84,8,False,4,2,5.44
TKT00307,2024-09-17 20:28:26,2024-09-17 21:47:02,Critical,Product Info,Phone,AGT010,North,Closed,1.31,2,False,5,8,0.5
TKT00308,2024-12-02 13:13:37,2024-12-03 00:25:37,High,Returns,Chat,AGT016,North,Resolved,11.2,8,True,3,11,7.72
TKT00309,2024-12-25 03:52:15,2024-12-27 12:03:03,Low,Returns,Social Media,AGT012,North,Resolved,56.18,72,False,2,4,10.62
TKT00310,2024-08-22 06:56:19,2024-08-22 09:00:31,Critical,Shipping,Email,AGT007,West,Resolved,2.07,2,True,2,10,1.92
TKT00311,2024-09-28 01:46:06,2024-09-29 23:47:18,Low,Shipping,Chat,AGT001,Central,Resolved,46.02,72,False,4,3,4.86
TKT00312,2024-09-15 14:00:18,2024-09-16 05:33:18,Medium,Returns,Chat,AGT011,East,Resolved,15.55,24,False,4,6,15.09
TKT00313,2024-07-30 21:56:14,2024-08-03 00:26:50,Medium,Technical,Phone,AGT005,Central,Resolved,74.51,24,True,2,4,5.11
TKT00314,2024-12-10 04:49:49,2024-12-12 14:18:01,Medium,Product Info,Phone,AGT012,North,Closed,57.47,24,True,5,9,11.58
TKT00315,2024-12-11 19:26:19,2024-12-12 07:52:07,Medium,Product Info,Email,AGT014,North,Resolved,12.43,24,False,5,1,8.36
TKT00316,2024-12-15 09:07:21,2024-12-17 07:40:21,Low,Technical,Chat,AGT010,Central,Resolved,46.55,72,False,5,8,4.86
TKT00317,2024-04-24 23:33:39,2024-04-25 02:24:39,High,Product Info,Phone,AGT018,North,Escalated,2.85,8,False,5,7,1.25
TKT00318,2024-10-09 01:57:31,2024-10-09 03:49:07,High,Product Info,Social Media,AGT011,South,Escalated,1.86,8,False,4,12,1.35
TKT00319,2024-11-04 07:09:11,2024-11-08 13:31:59,Medium,Returns,Chat,AGT018,North,Resolved,102.38,24,True,2,3,17.67
TKT00320,2024-05-22 20:15:54,2024-05-24 02:40:30,Low,Billing,Email,AGT014,East,Resolved,30.41,72,False,5,3,1.31
TKT00321,2024-11-16 22:24:49,2024-11-17 23:17:01,High,Returns,Phone,AGT002,North,Closed,24.87,8,True,3,6,4.25
TKT00322,2024-09-15 05:48:09,2024-09-15 07:58:21,Critical,Returns,Chat,AGT003,South,Resolved,2.17,2,True,1,6,0.79
TKT00323,2024-08-31 20:26:15,2024-09-11 18:05:51,Low,Returns,Phone,AGT017,West,Resolved,261.66,72,True,1,11,44.23
TKT00324,2024-07-14 04:07:40,2024-07-14 17:34:04,Medium,Billing,Phone,AGT011,Central,Closed,13.44,24,False,3,8,6.59
TKT00325,2024-06-13 18:42:37,2024-06-14 08:20:25,Low,Product Info,Email,AGT007,North,Resolved,13.63,72,False,5,11,10.57
TKT00326,2024-04-15 19:34:44,2024-04-17 00:14:56,High,Shipping,Social Media,AGT004,North,Closed,28.67,8,True,3,3,0.29
TKT00327,2024-02-07 01:58:33,2024-02-07 19:08:45,Medium,Billing,Chat,AGT003,East,Resolved,17.17,24,False,2,8,10.86
TKT00328,2024-12-10 04:18:26,2024-12-11 08:30:26,Medium,Billing,Email,AGT013,North,Resolved,28.2,24,True,3,9,2.64
TKT00329,2024-02-14 10:14:59,2024-02-14 23:02:23,High,Account,Email,AGT020,West,Resolved,12.79,8,True,2,4,1.18
TKT00330,2024-11-20 05:14:44,2024-11-21 15:52:32,Medium,Returns,Phone,AGT010,North,Resolved,34.63,24,True,5,9,3.48
TKT00331,2024-07-20 19:33:25,2024-07-22 02:35:13,Low,Returns,Phone,AGT020,South,Resolved,31.03,72,False,3,11,26.44
TKT00332,2024-11-11 09:12:07,2024-11-14 00:04:19,Low,Technical,Email,AGT008,Central,Resolved,62.87,72,False,5,9,4.69
TKT00333,2024-04-11 21:08:19,2024-04-12 10:15:31,Medium,Account,Chat,AGT004,North,Resolved,13.12,24,False,2,2,11.82
TKT00334,2024-11-11 11:07:45,2024-11-12 09:46:09,Low,Shipping,Phone,AGT011,West,Resolved,22.64,72,False,4,6,5.65
TKT00335,2024-05-21 13:05:18,2024-05-22 23:07:42,Low,Product Info,Social Media,AGT014,West,Resolved,34.04,72,False,5,5,16.63
TKT00336,2024-02-11 10:13:00,2024-02-14 00:25:36,Low,Product Info,Phone,AGT020,North,Closed,62.21,72,False,4,1,52.87
TKT00337,2024-07-26 21:28:57,2024-07-27 08:02:33,Medium,Returns,Social Media,AGT019,South,Resolved,10.56,24,False,3,4,9.42
TKT00338,2024-08-25 18:14:43,2024-08-26 04:11:07,Medium,Account,Chat,AGT005,Central,Resolved,9.94,24,False,4,9,1.48
TKT00339,2024-12-03 05:19:22,2024-12-11 08:21:10,Low,Returns,Chat,AGT019,West,Resolved,195.03,72,True,2,5,26.66
TKT00340,2024-07-03 14:07:48,2024-07-06 02:48:36,Low,Technical,Phone,AGT017,North,Closed,60.68,72,False,1,9,38.48
TKT00341,2024-10-23 19:49:09,2024-10-25 04:14:57,Low,Product Info,Email,AGT009,Central,Resolved,32.43,72,False,4,4,16.79
TKT00342,2024-09-03 21:59:55,2024-09-04 13:58:07,Medium,Account,Chat,AGT016,North,Resolved,15.97,24,False,4,5,3.46
TKT00343,2024-03-01 08:23:11,2024-03-02 15:29:47,Low,Account,Social Media,AGT020,West,Resolved,31.11,72,False,2,3,20.17
TKT00344,2024-03-06 20:52:48,2024-03-07 17:15:36,Medium,Technical,Chat,AGT002,North,Resolved,20.38,24,False,4,3,10.58
TKT00345,2024-12-04 10:19:12,2024-12-06 08:14:24,Medium,Returns,Social Media,AGT001,West,Resolved,45.92,24,True,3,7,14.46
TKT00346,2024-12-03 18:35:52,2024-12-04 03:13:40,High,Technical,Social Media,AGT020,Central,Resolved,8.63,8,True,2,4,3.09
TKT00347,2024-09-24 18:21:47,2024-09-27 00:21:47,Low,Billing,Chat,AGT007,West,Escalated,54.0,72,False,4,10,2.2
TKT00348,2024-02-17 17:33:28,2024-02-18 04:25:40,High,Returns,Email,AGT004,West,Resolved,10.87,8,True,2,6,7.01
TKT00349,2024-09-03 13:52:49,2024-09-04 20:08:25,Medium,Shipping,Email,AGT008,West,Resolved,30.26,24,True,4,8,18.4
TKT00350,2024-11-02 19:47:47,2024-11-03 00:56:11,High,Billing,Email,AGT010,Central,Resolved,5.14,8,False,5,9,0.14
TKT00351,2024-07-28 13:11:23,2024-07-28 20:07:47,Medium,Product Info,Phone,AGT011,Central,Resolved,6.94,24,False,4,6,4.29
TKT00352,2024-07-30 20:06:05,2024-07-30 23:22:17,Critical,Shipping,Social Media,AGT007,East,Escalated,3.27,2,True,2,10,0.75
TKT00353,2024-12-03 04:20:08,2024-12-04 06:57:20,Medium,Product Info,Chat,AGT005,North,Resolved,26.62,24,True,3,7,18.89
TKT00354,2024-03-23 14:10:00,2024-03-24 06:16:36,High,Returns,Chat,AGT002,West,Escalated,16.11,8,True,1,7,0.8
TKT00355,2024-11-07 01:22:28,2024-11-17 00:02:04,Low,Account,Phone,AGT003,Central,Resolved,238.66,72,True,2,3,46.14
TKT00356,2024-05-26 07:05:25,2024-05-27 06:30:37,Medium,Technical,Chat,AGT017,Central,Resolved,23.42,24,False,4,1,8.49
TKT00357,2024-05-21 14:32:34,2024-05-22 16:18:46,Medium,Technical,Email,AGT003,North,Escalated,25.77,24,True,3,9,6.9
TKT00358,2024-06-26 10:04:02,2024-06-27 00:16:38,High,Returns,Social Media,AGT012,Central,Resolved,14.21,8,True,2,3,3.32
TKT00359,2024-05-30 12:22:40,2024-06-08 09:35:16,Low,Billing,Phone,AGT017,West,Escalated,213.21,72,True,5,10,34.87
TKT00360,2024-12-14 16:46:27,2024-12-20 22:23:39,Low,Account,Phone,AGT015,North,Resolved,149.62,72,True,2,4,48.77
TKT00361,2024-06-29 18:48:19,2024-07-01 13:23:43,Low,Account,Phone,AGT014,North,Resolved,42.59,72,False,3,12,34.99
TKT00362,2024-06-09 12:52:18,2024-06-12 02:24:42,Low,Technical,Chat,AGT016,West,Closed,61.54,72,False,3,4,45.28
TKT00363,2024-04-13 09:05:28,2024-04-14 14:15:04,High,Technical,Email,AGT008,North,Resolved,29.16,8,True,3,11,3.99
TKT00364,2024-09-03 13:30:53,2024-09-07 02:16:29,Low,Returns,Phone,AGT002,West,Resolved,84.76,72,True,5,9,20.25
TKT00365,2024-01-28 19:08:29,2024-02-04 04:12:41,Low,Returns,Phone,AGT005,West,Closed,153.07,72,True,2,3,32.97
TKT00366,2024-06-10 00:18:23,2024-06-11 10:53:11,Low,Returns,Phone,AGT015,East,Resolved,34.58,72,False,4,5,6.55
TKT00367,2024-11-09 12:29:30,2024-11-10 22:44:30,Low,Account,Phone,AGT016,East,Closed,34.25,72,False,3,5,15.49
TKT00368,2024-02-21 09:49:42,2024-02-25 06:31:42,Medium,Returns,Chat,AGT008,South,Closed,92.7,24,True,4,12,3.67
TKT00369,2024-09-12 04:53:45,2024-09-13 09:08:45,High,Technical,Phone,AGT014,West,Resolved,28.25,8,True,2,9,6.88
TKT00370,2024-01-31 07:50:41,2024-02-06 04:53:41,Low,Billing,Social Media,AGT006,East,Resolved,141.05,72,True,3,6,40.39
TKT00371,2024-01-11 14:59:30,2024-01-11 17:16:54,Critical,Account,Chat,AGT012,Central,Resolved,2.29,2,True,5,11,1.12
TKT00372,2024-06-15 18:35:04,2024-06-15 20:39:16,Critical,Account,Social Media,AGT012,Central,Resolved,2.07,2,True,4,11,1.92
TKT00373,2024-08-03 22:59:02,2024-08-04 01:14:38,High,Product Info,Email,AGT011,South,Resolved,2.26,8,False,5,6,0.78
TKT00374,2024-11-26 14:23:53,2024-11-28 02:01:05,Low,Account,Phone,AGT020,Central,Resolved,35.62,72,False,5,8,14.8
TKT00375,2024-04-30 09:09:43,2024-05-07 13:21:43,Low,Billing,Chat,AGT005,West,Resolved,172.2,72,True,1,2,67.46
TKT00376,2024-07-22 19:04:39,2024-07-24 05:58:39,Medium,Billing,Chat,AGT001,North,Resolved,34.9,24,True,2,7,7.49
TKT00377,2024-11-16 04:36:09,2024-11-18 02:54:09,Low,Account,Phone,AGT015,East,Closed,46.3,72,False,1,8,45.14
TKT00378,2024-08-15 04:55:09,2024-08-17 15:13:09,Medium,Account,Social Media,AGT018,Central,Resolved,58.3,24,True,1,11,15.38
TKT00379,2024-10-03 08:16:10,2024-10-07 17:09:34,Low,Account,Phone,AGT016,South,Resolved,104.89,72,True,2,1,37.73
TKT00380,2024-05-26 17:04:58,2024-05-27 06:18:46,High,Technical,Social Media,AGT012,East,Resolved,13.23,8,True,2,7,6.4
TKT00381,2024-07-10 06:51:56,2024-07-11 04:17:44,Medium,Billing,Chat,AGT018,West,Closed,21.43,24,False,4,4,5.71
TKT00382,2024-11-09 09:53:53,2024-11-10 12:29:17,Medium,Technical,Social Media,AGT017,South,Closed,26.59,24,True,4,3,3.37
TKT00383,2024-08-19 09:54:29,2024-08-25 14:23:17,Low,Shipping,Chat,AGT020,North,Escalated,148.48,72,True,2,1,13.47
TKT00384,2024-08-12 00:17:55,2024-08-12 21:34:07,Low,Account,Phone,AGT005,West,Resolved,21.27,72,False,4,8,21.23
TKT00385,2024-02-11 05:19:08,2024-02-11 21:54:32,Medium,Billing,Social Media,AGT011,South,Resolved,16.59,24,False,2,5,13.58
TKT00386,2024-07-16 16:07:39,2024-07-17 04:47:15,High,Billing,Email,AGT008,Central,Resolved,12.66,8,True,1,4,3.84
TKT00387,2024-03-22 22:54:25,2024-03-24 13:37:37,Medium,Account,Email,AGT011,East,Resolved,38.72,24,True,2,5,4.85
